40390	-0.5085
40391	-0.7385
40393	2.357
40392	-0.62
40395	-1.1515
40394	-1.3635
40397	-1.639
40396	-1.8965
40399	0.2275
40398	0.7685
40380	-1.169
39624	-1.743
39625	-1.14
39622	-2.1675
39623	-2.053
39628	-1.712
39629	-0.6625
39626	-0.931
39627	-1.1705
40389	-0.5355
40387	-0.744
40388	-0.708333
40385	1.1605
40386	0.7095
40383	0.7925
39621	-0.8505
40384	-0.2195
39620	-1.788
40381	0.468
40382	-0.815
39633	-0.35375
39634	-0.3595
39635	-0.706
39636	2.584
39637	-0.604
39638	2.1975
39639	1.817
40378	1.514
40379	-1.0865
40374	0.599
40375	0.6995
40376	-6.417
40377	-2.12
40370	0.9325
39630	-0.487
40371	-0.5915
40372	-0.0895
39632	-0.795
40373	-0.265
39631	-0.3345
39606	0.4235
39607	-1.168
39604	0.3845
39605	0.78
39602	-0.137
39603	0.5615
39600	-4.1195
39601	0.77
39608	-1.505
39609	-0.610333
40369	0.3075
40367	0.015
40368	0.331
40361	-1.3555
40362	-0.8955
40360	0.116
40365	0.161
40366	0.26475
40363	-0.5415
40364	0.135
39615	0.1725
39616	-0.117
39617	-0.3225
39618	-1.108
39611	-0.358
39612	-0.332
39613	-0.1615
39614	-0.3115
39619	-0.5975
40356	0.336
40357	-0.3765
40358	-0.93025
40359	0.339
40350	-0.0605
39610	-0.3975
40351	0.451
40352	-0.779
40353	-0.571
40354	-0.6945
40355	-0.7855
39660	0.658
39661	1.4615
39662	0.64
39663	-0.8155
39664	0.1245
39665	-1.0895
39667	0.6895
39666	-0.352
39669	0.1095
39668	-0.9275
39671	0.429
39672	0.1195
39670	0.362
39675	-1.374
39676	-0.0715
39673	1.377
39674	0.0455
39679	-0.336
39678	-0.0785
39677	0.0545
39640	-0.044
39641	0.3775
39642	0.121
39643	0.7595
39649	-0.4795
39648	-0.5935
39645	-0.903
39644	-0.3385
39647	-1.5685
39646	-1.177
39653	0.354
39654	-0.468
39651	0.12
39652	0.7425
39650	-1.487
39659	0.8895
39658	-0.95675
39657	-0.2
39656	-0.4125
39655	-0.859
39685	1.107
39684	2.5405
39687	-0.19275
39686	0.5565
39681	1.2715
39680	-0.36
39683	0.642
39682	0.481
39688	0.942
39689	0.7935
39690	2.1795
39698	0.486
39697	0.6555
39696	0.6415
39695	-1.3595
39694	0.019
39693	0.693
39692	0.3145
39691	1.713
39699	0.5275
38544	-1.43825
37499	0.2855
38547	-2.1025
38549	-3.1935
37493	0.039
37491	0.884
37492	-0.415
37497	-0.337
37498	0.1615
37495	0.7505
38543	-1.726
37496	-1.174
38542	-0.5025
37490	-0.039
37489	0.3545
38535	-3.26733
37488	0.16
38536	-3.143
38533	-3.992
38539	-0.868
38537	-3.227
37480	-2.619
37481	-0.878
37482	-0.017
37483	-1.225
37484	0.1125
38532	-3.696
37485	0.5835
38531	-3.2865
37486	0.036
38530	-1.629
37487	-0.673
38526	-1.719
38527	-2.8925
38528	-2.356
38529	-4.4205
38522	-1.297
37479	2.709
38523	-1.265
37478	0.52
38524	-3.88
37477	0.895
38525	-4.263
37475	0.281
37476	0.584
37473	-1.6915
38521	-4.339
37474	0.577
38520	-3.696
37471	-1.727
37472	-0.1455
37470	0.816
38519	-1.5425
38517	-0.557
38518	-0.551
38515	-1.188
38516	-1.03925
37467	-2.7405
38513	0.4055
37466	0.5895
38514	-1.06933
37469	0.429
38511	-1.4205
37468	-0.4825
38512	-1.826
37462	-1.38
38510	-0.446
37463	-0.927
37464	0.5615
37465	0.6065
37460	-0.4635
37461	-2.1835
38501	-0.8
38500	-0.547
38503	-2.6385
38502	-1.127
38505	0.901
38504	-0.5865
38507	-1.5715
38506	-0.96
38509	-0.149
38508	-3.2785
40333	0.134
40332	0.082
40331	-0.219
40330	-2.486
37410	0.4005
40337	0.922
40336	-0.0425
40335	-0.207
40334	0.572
40339	1.0795
40338	0.5685
37419	0.2
37412	-0.12
37411	-3.3325
37414	2.288
37413	-0.061
37416	1.6235
37415	-0.873
37418	0.3175
37417	-0.5365
40340	0.5675
40342	-0.2175
40341	0.185
40344	-3.4635
40343	-0.615
40346	-0.6605
40345	0.818
40348	0.0925
40347	1.462
40349	1.01
37409	-1.913
37408	-0.947
37403	-0.4735
37402	-1.6225
37401	-0.0125
37400	1.1015
37407	-3.151
37406	0.1155
37405	-2.436
37404	0.6615
40311	1.87
40310	1.7365
40319	0.0835
40318	-1.839
40317	-1.506
40316	-1.671
40315	-1.187
40314	-2.0895
40313	2.6495
40312	1.8545
40309	0.9995
40320	-0.545
38596	-2.254
38595	-0.5385
40322	-0.5335
38598	-1.526
40321	-0.862
38597	-2.342
38592	-1.669
38591	-1.799
38594	-1.2055
38593	-0.535
40328	-1.124
40327	-1.5645
38590	-1.804
40329	-1.5085
40324	-3.681
40323	-0.833
40326	-1.114
40325	-1.142
38599	-3.242
38582	-1.0435
38583	-0.074
37450	-1.152
38580	-1.207
38581	0.0045
37452	-0.89
38586	-0.342
37451	-0.485
38587	1.1335
37454	-0.859
38584	-1.793
37453	0.0605
38585	-3.465
37455	0.446
37456	-1.699
37457	1.3825
38589	-1.5685
37458	-1.491
38588	-2.4175
37459	-0.2565
40301	-0.7525
40302	1.5725
40303	-0.014
40304	1.076
40305	0.933
40306	0.2055
40307	2.55
40308	0.956
38570	-2.6625
38571	-0.1655
38572	-1.455
37443	-0.1865
38573	-0.5885
37442	-1.019
38574	-2.2255
37441	-0.3865
38575	-1.4605
40300	-0.5415
37440	-0.1495
38576	-1.4275
37446	-1.9745
38578	-0.1545
37447	-0.1345
38577	-2.489
37444	0.614
37445	-1.7795
38579	-3.1335
37448	-0.7275
37449	-2.894
37430	-1.266
38564	-3.057
38565	-1.568
37432	-0.202
38562	-3.045
37431	-0.2985
38563	-2.452
38560	-1.708
38561	-1.394
37437	-1.6985
37438	-0.033
37439	0.007
37433	-0.173
38569	-0.2525
37434	-0.3865
38568	-2.401
37435	-1.5435
38567	-2.65
37436	-1.9315
38566	-1.5845
37421	0.093
37420	-0.108
38552	-0.4555
38553	-4.287
38550	-0.9455
37428	0.573
37429	0.7325
38559	-0.796
37426	-1.321
37427	0.805
37424	-1.941
37425	0.157
38555	-3.761
38558	-0.8975
37423	0.807
38557	-1.7685
40280	0.9415
40281	0.73
40285	1.499
40284	-1.5715
40283	-0.506
40282	-0.2445
40289	-0.8805
40288	-1.44733
40287	0.223
40286	1.0675
40270	-0.5635
40279	0.9025
40272	-2.0725
40271	-0.778
40274	0.2955
40273	0.0065
40276	1.597
40275	-1.2685
40278	0.9415
40277	0.7825
39702	0.6095
39701	0.5675
39706	0.281
39705	0.223
39704	0.0205
39703	-0.10275
39709	-0.0675
39708	0.09
39707	0.3125
39711	-0.0675
40290	-2.3245
39710	-0.004
40291	0.312
39713	0.041
40292	0.4545
39712	0.018
39715	-0.2495
39714	-0.0335
39717	1.345
39716	0.4985
39719	2.2235
39718	1.87
40298	-0.374
40297	-0.061
40299	-0.141
40294	0.8795
40293	0.251
40296	-0.4485
40295	-0.0255
39729	0.4515
39727	0.657
39728	-1.2995
39725	-0.2335
39726	-0.3305
39723	-0.68675
39724	-0.3175
39721	0.093
39722	-0.28125
40240	-0.491
39720	0.158
40241	-0.412
40244	-1.606
40245	-1.45625
40242	0.174
40243	-0.238
40248	-1.54475
40249	-0.203
40246	-2.66775
40247	-0.716
39736	0.7835
39737	0.578
39738	-0.57775
39739	0.6035
39733	1.1925
39734	0.8255
39735	0.63075
39731	0.509
40230	-0.8635
39730	0.8545
40231	0.426
40232	0.6045
40233	0.56
40234	-0.864
40235	-0.45925
40236	-0.9645
40237	-1.5655
40238	0.3745
40239	-0.754
37606	0.265
37607	0.292
37608	0.803
37609	-0.313
39745	0.842
37602	-1.7835
39746	-0.281
37603	-1.274
39743	-0.849
37604	-2.387
39744	0.228
37605	-2.189
39749	1.811
39747	1.3105
37600	-2.122
39748	3.079
37601	-1.18233
40266	-1.6105
40267	-0.37
40264	0.2175
40265	-1.0095
40262	0.827
39742	-0.0595
40263	0.4535
39741	-0.4775
40260	-1.9845
39740	0.245
40261	-0.341
40268	-2.491
40269	-4.096
37619	-0.5355
37617	-0.068
37618	0.806
39754	0.2545
37615	-0.1395
39755	0.08
37616	-0.171
39756	-0.027
37613	-0.852
39757	-1.73425
37614	-0.03
39758	-0.5045
37611	-0.681
39759	-1.228
37612	-0.36
37610	-0.3265
40253	0.671
40254	0.6535
40255	-2.096
40256	-0.1225
39751	-0.526
40250	-0.207
39750	-0.1485
40251	0.2265
39753	0.099
40252	0.0815
39752	-2.57
40257	-0.55075
40258	-0.354
40259	-0.80875
39761	0.2495
39762	0.911
39763	2.5095
39764	2.4975
39760	-0.2185
39769	0.1655
39766	0.6745
39765	2.8075
39768	-0.3305
39767	-0.161
39774	-0.5
39775	0.1915
39772	-0.1445
39773	-1.405
39770	0.0765
39771	-0.439
39779	0.4655
39778	0.3445
39777	0.5225
39776	0.313
39780	-0.733
39781	-0.3385
39782	-0.985
39783	-0.734
39784	-0.2405
39785	-0.5785
39786	-0.4585
39788	-1.228
39787	-0.52375
39789	-0.7165
39792	-0.244
39793	0.2995
39790	-1.214
39791	0.11475
39796	-0.234
39797	0.4755
39794	0.0935
39795	1.112
38704	1.13
38705	1.238
39799	0.3365
38702	0.836
39798	-0.158
38703	-1.5675
38700	-0.3075
38701	0.8045
38708	-1.9225
38709	1.4815
38706	1.0675
38707	-1.703
38647	-1.052
38648	-2.6725
38649	-1.771
38643	-1.277
38644	-1.828
37599	-0.571
38645	-0.867
37598	-0.3088
38646	-2.113
37596	-3.3
38640	-3.084
37597	-0.2925
37594	-2.181
38642	-4.3715
37595	0.82225
38641	-4.7305
37592	-0.527
37593	-1.607
37590	-6.35
37591	-1.504
38638	-4.367
38639	-3.526
38636	0.244
38637	-1.652
37588	1.074
38634	-4.227
37587	0.0495
38635	-2.444
38632	-2.477
37589	1.232
38633	-0.296
37583	-1.826
37584	-0.0715
38630	-2.008
37585	-0.7435
37586	-0.3255
37580	-0.29
37581	0.024
37582	-0.2535
38665	-0.417
38666	-2.657
38667	-2.1005
38668	-0.4555
38669	-0.2515
38660	0.144
38662	-0.633
38661	-0.9335
38664	-0.043
38663	-1.876
38656	0.3765
38657	-0.719
38654	-2.3025
38655	0.3755
38658	-1.299
38659	-2.6625
38653	-3.1195
38652	-2.7415
38651	-2.2665
38650	-2.725
38608	-0.859
38607	-3.806
38609	-1.733
38603	-2.9905
38606	-2.678
38605	-2.2
38600	-0.976
38602	-3.174
38601	-1.6295
38629	-3.526
38622	-2.057
38621	-1.401
38624	-1.024
38623	-2.1325
38626	-2.4965
38625	-1.18
38628	-1.339
38627	-2.8835
38620	-2.356
38619	-2.088
38613	-1.767
38612	-2.9645
38611	-1.874
38610	-2.019
38617	-0.313
38615	-2.301
38614	-3.8405
37515	-1.2735
37514	-1.599
